Universal ID,Project Name,Builders,Parent Builder,Status,Master Plan Name,Master Plan Developer Name,Product Type,Product Style,Lot Size,Lot Width Variations,Lot Dimensions,Open Date,Sold Out Date,Total Units Planned,Total Units Sold,Total Units Remaining,Sales Change Date,Sales Rate,Last 3M Avg. Sales,Last 6M Avg. Sales,Last 12M Avg. Sales,Min. Unit Size,Max. Unit Size,Avg. Unit Size,Min. List Price,Max. List Price,Avg. List Price,Price Change Date,HOA Fee 1,HOA Fee 2,HOA Fee per Sqft,Assessments,Assessments Description,Project Characteristics,Total Units Sold BOM,Total Units Sold EOM,Office Phone No.,Website,Master Plan Key,Subdivision Universal ID,Period,Monthly Sales,Profile Available,Active Adult,ZIP Code,City,County,County Code,CBSA,CBSA Code,State,School District,School Attendance Zone (Elementary),School Ratings (Elementary),School Attendance Zone (Middle),School Ratings (Middle),School Attendance Zone (High),School Ratings (High),Boundary Names,Latitude,Longitude
aAf3x000001WTvqCAG,Atwater/ Duplexes,Olthof Homes,,Active,,,Attached,Townhomes,5850,45,45x130,6/6/2022,,94,50,44,5/23/2026,1.04,1.00,0.67,0.50,1515,1532,1524,305500.00,309700.00,307600.00,5/23/2026,184.00,,,0.97,,Paired Homes,12,13,(317) 832-3413,https://www.olthofhomes.com/communities/central-indiana/westfield/atwater,,4b740ea1-1462-4ce4-b271-8b8c0807f948,3/1/2023,1,True,Non Active Adult,46069,Sheridan,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Westfield-Washington Schools,Westfield Intermediate School; Monon Trail Elementary School,9; 6,Westfield Middle School,9,Westfield High School,10,,40.06794,-86.18028
aAf3x000001WrRNCA0,Grassy Creek South,Arbor Homes,Clayton Properties Group,Active,,,Detached,Single-Family,6400,50,50x128,1/1/2023,,103,103,0,5/12/2026,2.53,0.33,1.33,2.33,1613,3198,2321,260995.00,324995.00,295495.00,5/12/2026,,,,1.15,,,1,3,(317) 742-6243,https://www.yourarborhome.com/neighborhoods/indiana/indianapolis/grassy-creek-south?utm_source=bdx&utm_medium=feed&utm_campaign=bdx&utm_content=grassy-creek-south,,9e9610fc-e683-41ac-92e5-015c489fe856,3/1/2023,2,True,Non Active Adult,46239,Indianapolis,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,M S D Warren Township,Creston Middle School; Grassy Creek Elementary School,4; 3,Creston Middle School,4,Warren Central High School,2,,39.74331,-85.97090
aAf3x000001YhaeCAC,Atwater/Villas,Olthof Homes,,Active,,,Detached,Single-Family,8450,65,65x130,12/19/2021,,181,50,131,5/23/2026,0.93,1.00,1.00,0.92,1436,3142,2188,338500.00,470600.00,406522.22,5/23/2026,175.00,48.33,,0.97,,,3,3,(317) 832-3413,https://www.olthofhomes.com/communities/indianapolis/westfield/atwater,,8a18cf2c-46de-46a0-9f04-82a8e8e95c52,3/1/2023,0,True,Non Active Adult,46069,Sheridan,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Westfield-Washington Schools,Westfield Intermediate School; Monon Trail Elementary School,9; 6,Westfield Middle School,9,Westfield High School,10,,40.06794,-86.18028
aAf3x000001WrTwCAK,Westwind at Cumberland,Arbor Homes,Clayton Properties Group,Active,,,Detached,Single-Family,11250,75,75x150; 75x136,12/17/2022,,125,124,1,5/25/2026,2.97,2.33,2.17,1.92,1613,3198,2321,269995.00,328995.00,298795.00,5/25/2026,,,,1.04,,,8,13,(317) 842-1875,https://www.yourarborhome.com/neighborhoods/indiana/franklin/westwind-at-cumberland?utm_source=bdx&utm_medium=feed&utm_campaign=bdx&utm_content=westwind-at-cumberland,,37e13cee-3dc4-4e17-887f-4a1a5a740fd1,3/1/2023,5,True,Non Active Adult,46131,Franklin,Johnson,18081,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Franklin Community School Corp,Custer Baker Intermediate School; Creekside Elementary School,7; 6,Franklin Community Middle School,7,Franklin Community High School,6,,39.49405,-86.08407
aAf3x000001WdgGCAS,Fairview West,Olthof Homes,,Active,,,Detached,Single-Family,7598,58;75,58x131; 75x140; 75x134,10/1/2022,,137,58,79,4/6/2026,1.36,2.67,3.33,2.17,1436,3142,2246,350300.00,466300.00,408736.36,4/6/2026,53.66,,,,,,1,1,(219) 558-8080,https://www.olthofhomes.com/communities/central-indiana/brownsburg/fairview-west,,8a65a40d-edbe-47cb-b7cf-eb01a462bbf0,3/1/2023,0,True,Non Active Adult,46112,Brownsburg,Hendricks,18063,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Brownsburg Community Sch Corp,Delaware Trail Elementary School,9,Brownsburg East Middle School,9,Brownsburg High School,10,,39.86584,-86.42391
aAf2T000001MrsESAS,Saddlebrook Farms,D.R. Horton,"D.R. Horton, Inc.",Active,,,Detached,Single-Family,10000,70;80,80x125; 70x125; 80x151,11/21/2020,,263,253,10,4/27/2026,3.84,5.33,6.83,4.33,3062,3388,3225,419900.00,435480.00,427690.00,4/27/2026,32.50,,,0.90,,,121,129,(463) 219-4399,https://www.drhorton.com/indiana/indianapolis/whiteland/saddlebrook-farms,,008836b0-d7ff-408f-a921-d04a3ced1eaf,3/1/2023,8,True,Non Active Adult,46184,Whiteland,Johnson,18081,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Clark-Pleasant Com School Corp,Whiteland Elementary School,8,Clark Pleasant Middle School,7,Whiteland Community High School,5,,39.54910,-86.07253
aAf3x000001Wf1qCAC,Williams Run,Joyner Homes,,Active,,,Detached,Single-Family,,,,1/2/2021,,102,44,58,4/27/2026,0.68,0.67,0.50,0.67,1510,2387,1861,282900.00,340990.00,315036.25,4/27/2026,75.00,,,,,,29,29,(317) 468-2330,https://joynerhomesonline.com/williams-run,,,3/1/2023,0,True,Non Active Adult,46140,Greenfield,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Greenfield-Central Com Schools,J B Stephens Elementary School; Maxwell Intermediate School,8; 6,Greenfield Central Junior High School,6,Greenfield-Central High School,7,,39.80744,-85.74553
aAf3x000001WrROCA0,Wood Preserve,Arbor Homes,Clayton Properties Group,Active,,,Detached,Single-Family,7749,63,63x123,2/10/2023,,145,121,24,5/28/2026,3.03,3.00,2.83,3.33,1228,3198,2149,237995.00,311995.00,278745.00,5/28/2026,21.17,,,1.00,,,1,5,(317) 742-6246,https://www.yourarborhome.com/neighborhoods/indiana/trafalgar/wood-preserve?utm_source=bdx&utm_medium=feed&utm_campaign=bdx&utm_content=wood-preserve,,c8c9925c-e3b6-4d41-8338-6f99f0c5ed98,3/1/2023,4,True,Non Active Adult,46181,Trafalgar,Johnson,18081,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Nineveh-Hensley-Jackson United,Indian Creek Intermediate School; Indian Creek Elementary School,7; 0,Indian Creek Middle School,7,Indian Creek Sr High School,6,,39.41924,-86.15678
aAf3x000001WqmWCAS,Nouveau,Onyx+East,,Active,,,Attached,Townhomes,,,,10/29/2022,,16,12,4,5/18/2026,0.28,0.33,0.17,0.42,2093,2329,2211,699990.00,724900.00,712445.00,5/18/2026,200.00,,,1.03,,,1,1,(317) 559-0169,https://www.onyxandeast.com/property/nouveau/,,f67bb1af-85f7-4ca6-9a9b-bda67c6ea679,3/1/2023,0,True,Non Active Adult,46202,Indianapolis,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Indianapolis Public Schools,Thomas D. Gregg School 15; Brookside School 54,4; 4,Arlington Community Middle School,5,Arsenal Technical High School; George Washington Community High School...,1; 1,,39.78382,-86.15265
aAf3x000001YZF2CAO,Kimblewick/Churchill,Del Webb,PulteGroup Inc.,Active,,,Detached,Single-Family,8450,65,65x130; 65x120,5/1/2021,,198,160,38,4/30/2026,2.64,3.00,2.00,2.00,2213,2754,2463,540990.00,585990.00,559323.33,5/13/2026,292.00,,,1.00,,Active Adult,66,69,(317) 814-2319,https://www.delwebb.com/homes/indiana/indianapolis/westfield/kimblewick-by-del-webb-210598,,93d495d8-f72e-4bc0-8ede-ca943fa263eb,3/1/2023,3,True,Active Adult,46074,Westfield,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Westfield-Washington Schools,Westfield Intermediate School; Shamrock Springs Elementary School,9; 8,Westfield Middle School,9,Westfield High School,10,,40.00812,-86.20483
aAf3x000001WXjRCAW,Cedar Ridge,Fischer Homes,,Active,,,Detached,Single-Family,6600,55,55x120,12/30/2021,,114,90,24,5/10/2026,1.70,2.33,1.00,1.67,1419,3135,2214,311990.00,381990.00,349434.44,5/25/2026,45.00,,,0.90,,,21,26,(317) 348-4135,https://www.fischerhomes.com/find-new-homes/communities/849/cedar-ridge/,,428268e6-b9d6-4333-a837-67992ab3fd9b,3/1/2023,5,True,Non Active Adult,46052,Lebanon,Boone,18011,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Lebanon Community School Corp,Central Elementary School,9,Lebanon Middle School,5,Lebanon Senior High School,9,,40.05570,-86.45563
aAf3x000001WjZmCAK,Monon Corner/Arbor,Arbor Homes,Clayton Properties Group,Active,,,Detached,Single-Family,7500,60,60x125,6/10/2022,,157,155,2,5/10/2026,3.26,0.33,1.17,2.58,1613,3198,2345,355995.00,420995.00,392176.82,5/10/2026,,,,0.89,,,20,28,(317) 674-7622,https://www.yourarborhome.com/neighborhoods/indiana/westfield/monon-corner-arbor-series?utm_source=bdx&utm_medium=feed&utm_campaign=bdx&utm_content=monon-corner-arbor-series,,aaf5cec1-d25d-42f5-b025-4b0dbce7f71d,3/1/2023,8,True,Non Active Adult,46074,Westfield,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Westfield-Washington Schools,Westfield Intermediate School; Monon Trail Elementary School,9; 6,Westfield Middle School,9,Westfield High School,10,,40.08126,-86.16478
aAf3x000001ckkUCAQ,Lindley Run/THs,Olthof Homes,,Active,,,Attached,Townhomes,,,,9/30/2020,,237,176,61,5/25/2026,2.57,1.67,3.17,2.67,1394,1394,1394,288530.00,288530.00,288530.00,5/25/2026,154.00,,,,,Townhomes,75,80,(317) 733-5141,https://www.olthofhomes.com/communities/central-indiana/westfield/lindley-run,,6b5ed214-c980-478c-955f-e1055992f928,3/1/2023,5,True,Non Active Adult,46074,Westfield,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Westfield-Washington Schools,Westfield Intermediate School; Washington Woods Elementary School,9; 7,Westfield Middle School,9,Westfield High School,10,,40.06833,-86.10631
aAf3x000001QItnCAG,Edgebrook Preserve,Silverthorne Homes,Clayton Properties Group,Active,,,Detached,Single-Family,9800,70,70x140,11/18/2022,,94,93,1,5/5/2026,2.21,1.00,2.33,2.33,2001,3310,2565,337995.00,396995.00,358161.67,5/5/2026,41.67,,,1.62,,,1,2,(317) 742-6328,https://silverthornehomes.com/neighborhoods/indiana/indianapolis/edgebrook-preserve,,7c08897b-3e07-4968-8c80-856d37db82af,3/1/2023,1,True,Non Active Adult,46239,Indianapolis,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Franklin Township Com Sch Corp,,,,,Franklin Central High School,9,,39.68209,-85.98408
aAf3x000001WgrLCAS,Northwood Haven,Arbor Homes,Clayton Properties Group,Active,,,Detached,Single-Family,8400,56;70,70x120; 56x120,4/4/2022,,391,211,180,5/28/2026,4.19,4.33,3.00,1.92,1354,3198,2280,280995.00,354995.00,321267.73,5/28/2026,30.00,,,,,,36,45,(317) 674-7612,https://yourarborhome.com/neighborhoods/indiana/danville/northwood-haven,,5c2ce817-b602-4d1f-a20b-93ccee67f54c,3/1/2023,9,True,Non Active Adult,46122,Danville,Hendricks,18063,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Danville Community School Corp,Danville Middle School; South Elementary School,8; 7,Danville Middle School,8,Danville Community High School,8,,39.77638,-86.49500
aAf3x000001WlFcCAK,Edgewood Farms,D.R. Horton,"D.R. Horton, Inc.",Active,,,Detached,Single-Family,7560,61;63,63x120; 61x127,8/18/2022,,190,98,92,5/9/2026,2.17,2.33,2.17,2.08,1503,3388,2412,339000.00,424900.00,377412.50,5/9/2026,41.66,,,1.00,,,16,19,(463) 243-6618,https://www.drhorton.com/indiana/indianapolis/indianapolis/edgewood-farms,,93709b68-c231-46e9-a59a-621daced7757,3/1/2023,3,True,Non Active Adult,46239,Indianapolis,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Franklin Township Com Sch Corp,,,,,Franklin Central High School,9,,39.68241,-86.00724
aAf2T000001UM5RSAW,Bluffs at Youngs Creek,Arbor Homes,Clayton Properties Group,Active,,,Detached,Single-Family,9100,70,70x130; 70x140; 70x167,1/11/2020,,478,335,143,3/30/2026,4.44,3.33,3.33,3.67,1354,3198,2233,263995.00,339995.00,304176.82,3/30/2026,22.92,,,1.00,,,205,212,(317) 674-7808,https://yourarborhome.com/neighborhoods/indiana/franklin/bluffs-at-youngs-creek,,e241220c-795f-4f6e-bfff-b6b4e8f4d22a,3/1/2023,7,True,Non Active Adult,46131,Franklin,Johnson,18081,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Franklin Community School Corp,Custer Baker Intermediate School; Creekside Elementary School,7; 6,Franklin Community Middle School,7,Franklin Community High School,6,,39.46475,-86.06519
aAf3x000001WVQKCA4,Colere/TH,Onyx+East,,Active,,,Attached,Townhomes,1300,25,25x52,11/12/2021,,28,23,5,4/24/2026,0.43,0.33,0.33,0.67,1530,2081,1746,394900.00,500000.00,443253.00,4/24/2026,125.00,,,1.00,,Townhomes,3,4,(317) 490-8031,https://www.onyxandeast.com/property/colere/,,67e3cc38-3698-411d-8457-4bd929853a53,3/1/2023,1,True,Non Active Adult,46203,Indianapolis,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Indianapolis Public Schools,Thomas D. Gregg School 15; Brookside School 54,4; 4,Arlington Community Middle School,5,Arsenal Technical High School; George Washington Community High School...,1; 1,,39.75991,-86.13602
aAf3x000001WZU6CAO,Towns at Trailside,D.R. Horton,"D.R. Horton, Inc.",Active,,,Attached,Townhomes,2484,27,27x92,1/8/2022,,180,115,65,5/29/2026,2.16,3.00,3.00,2.50,1635,2050,1826,280900.00,300000.00,291675.00,5/29/2026,152.00,,,1.00,,,28,34,(317) 617-0773,https://www.drhorton.com/indiana/indianapolis/whitestown/towns-at-trailside,,c57e7fc6-47a1-4e74-82fa-44c4d2ecef27,3/1/2023,6,True,Non Active Adult,46075,Whitestown,Boone,18011,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Lebanon Community School Corp,Perry Worth Elementary School,6,Lebanon Middle School,5,Lebanon Senior High School,9,,40.00293,-86.34857
aAf3x000001YgExCAK,Courtyards of Westfield,EPCON Communities,,Active,,,Detached,Single-Family,6960,54;58,58x120; 54x120; 54x161,11/26/2021,,120,117,3,5/5/2026,2.17,1.00,1.33,2.67,1520,2821,1988,439900.00,656900.00,509900.00,5/5/2026,225.00,,,1.00,,,18,22,(888) 893-0590,https://www.epconcommunities.com/in/westfield/the-courtyards-of-westfield,,32ecdd58-b42f-41d7-8430-a27ec9a30f50,3/1/2023,4,True,Non Active Adult,46074,Westfield,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Westfield-Washington Schools,Westfield Intermediate School; Shamrock Springs Elementary School,9; 8,Westfield Middle School,9,Westfield High School,10,,40.00465,-86.20697
aAf3x000001WdR1CAK,Grantham,David Weekley Homes,,Active,,,Detached,Single-Family,9750,75;80,75x130; 80x130,8/6/2022,,107,88,19,4/13/2026,1.97,3.33,3.33,2.42,2087,2990,2630,557990.00,646990.00,603290.00,4/13/2026,55.83,,,1.00,,,7,12,(317) 432-4681,https://www.davidweekleyhomes.com/new-homes/in/indianapolis/fishers/grantham,,d3832287-5aef-4195-8dd7-ef7b3f715f75,3/1/2023,5,True,Non Active Adult,46038,Fishers,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Hamilton Southeastern Schools,Riverside Intermediate School; New Britton Elementary School,10; 7,Riverside Jr High,8,Fishers High School,10,,39.96160,-86.01752
aAf3x000001QKUpCAO,Vintners Park Estates,Drees Homes,,Active,,,Detached,Single-Family,15200,95;120,95x160; 120x225,2/24/2023,,80,67,13,5/19/2026,1.71,2.33,2.00,2.33,2284,3850,2937,634900.00,767900.00,677800.00,5/19/2026,58.33,,,1.00,,,3,4,(317) 747-3437,https://www.dreeshomes.com/custom-homes/indianapolis/community/vintners_park/vintners_park_estates/,,0b685fcc-0d59-4630-b19e-9236368113a7,3/1/2023,1,True,Non Active Adult,46055,McCordsville,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Mt Vernon Community Sch Corp,McCordsville Elementary School,6,Mt Vernon Middle School,6,Mt Vernon High School,8,,39.91338,-85.92927
aAf2T000001MWMZSA4,Jackson's Grant on Williams Creek/Bridgemont,Wedgewood Building Company,,Active,,,Detached,Single-Family,9500,70,70x135,1/1/2016,,45,44,1,5/29/2026,0.35,0.00,0.00,0.00,4000,,,625000.00,900000.00,,11/25/2019,85.00,,,,$500 Capital Reserve 1 time at closing for HOA,Multi-Builder Community,42,42,(317) 716-5718,https://www.jacksonsgrant.com/neighborhoods/bridgemont/,,,3/1/2023,0,True,Non Active Adult,46032,Carmel,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Carmel Clay Schools,,,Creekside Middle School,10,Carmel High School,10,,39.96253,-86.16468
aAf3x000001YghjCAC,Ridgefield,Davis Homes,,Active,,,Detached,Single-Family,6250,50,50x125,9/1/2022,,85,50,35,5/15/2026,1.11,1.00,2.33,1.17,1450,2498,1899,244990.00,292990.00,266190.00,5/15/2026,41.67,,,1.00,,,9,11,(317) 979-5103,https://www.davishomes.com/community/ridgefield/,,d9393663-758b-46f6-aded-c9291f3c38d1,3/1/2023,2,True,Non Active Adult,46239,Indianapolis,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,M S D Warren Township,Liberty Park Elementary School; Raymond Park Middle School (7-8),4; 4,Raymond Park Middle School (7-8),4,Warren Central High School,2,,39.72696,-86.03276
aAf3x000001Ye57CAC,Kimblewick/Belmont,Del Webb,PulteGroup Inc.,Active,,,Detached,Single-Family,6760,52,52x130,5/1/2021,,225,205,20,5/4/2026,3.37,0.00,1.67,3.08,1646,1841,1744,435990.00,473990.00,454990.00,5/13/2026,277.00,,,1.00,,Active Adult,90,91,(317) 559-8309,https://www.delwebb.com/homes/indiana/indianapolis/westfield/kimblewick-by-del-webb-210598,,93d495d8-f72e-4bc0-8ede-ca943fa263eb,3/1/2023,1,True,Active Adult,46074,Westfield,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Westfield-Washington Schools,Westfield Intermediate School; Shamrock Springs Elementary School,9; 8,Westfield Middle School,9,Westfield High School,10,,40.00812,-86.20483
aAf3x000000UOUyCAO,Bridle Oaks,Pulte Homes,PulteGroup Inc.,Active,,,Detached,Single-Family,6760,52,52x130; 52x127; 52x126,10/16/2021,,209,167,42,5/7/2026,3.02,3.67,3.67,1.92,2376,2662,2517,372990.00,392990.00,382990.00,5/7/2026,,,,1.20,,,49,51,(317) 836-2599,https://www.pulte.com/homes/indiana/indianapolis/whitestown/bridle-oaks-210664,,8d642323-1266-4f0a-8c37-370c48387a62,3/1/2023,2,True,Non Active Adult,46075,Whitestown,Boone,18011,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Lebanon Community School Corp,Perry Worth Elementary School,6,Lebanon Middle School,5,Lebanon Senior High School,9,,39.99164,-86.34494
aAf3x000001Ye5CCAS,Kimblewick/Keeneland,Del Webb,PulteGroup Inc.,Active,,,Detached,Single-Family,5980,46;65,46x130; 65x120,5/1/2021,,159,157,2,5/6/2026,2.58,3.67,3.00,2.33,1504,1504,1504,369990.00,369990.00,369990.00,5/6/2026,262.00,,,1.00,,Active Adult,64,71,(317) 559-8309,https://www.delwebb.com/homes/indiana/indianapolis/westfield/kimblewick-by-del-webb-210598,,93d495d8-f72e-4bc0-8ede-ca943fa263eb,3/1/2023,7,True,Active Adult,46074,Westfield,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Westfield-Washington Schools,Westfield Intermediate School; Shamrock Springs Elementary School,9; 8,Westfield Middle School,9,Westfield High School,10,,40.00812,-86.20483
aAf2T000001MbYESA0,Waterfront of West Clay/Penninsula,Shoopman Homes,,Active,,,Detached,Single-Family,9350,85,85x110,6/3/2019,,45,35,10,5/25/2026,0.41,2.33,1.67,0.83,2700,4906,3815,969900.00,1345900.00,1117600.00,5/25/2026,101.00,,,0.80,,,16,16,(317) 733-9836,https://waterfrontofwestclay.com/,,90499952-4d01-41a7-b123-806b0b6b0bf3,3/1/2023,0,True,Non Active Adult,46077,Zionsville,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Carmel Clay Schools,West Clay Elementary,9,Creekside Middle School,10,Carmel High School,10,,39.95694,-86.23909
aAf3x000001YafaCAC,Heron Creek,Arbor Homes,Clayton Properties Group,Active,,,Detached,Single-Family,10075,65,65x155; 65x126; 65x125,8/7/2020,,235,233,2,5/10/2026,3.34,1.33,1.17,1.67,1354,3198,2233,263995.00,349995.00,311904.09,5/10/2026,50.00,,,0.87,,,108,111,(317) 622-1493,https://yourarborhome.com/neighborhoods/indianapolis/greenfield/heron-creek,,3863fac4-f22a-4c15-9de1-bf9e461d7f21,3/1/2023,3,True,Non Active Adult,46140,Greenfield,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Mt Vernon Community Sch Corp,Mt Comfort Elementary School,6,Mt Vernon Middle School,6,Mt Vernon High School,8,,39.80734,-85.92481
aAf3x000001WdclCAC,Chatham Village/Cottage Collection,David Weekley Homes,,Active,,,Detached,Single-Family,7150,50;55,55x130; 50x130,11/15/2022,,100,83,17,5/9/2026,1.97,2.33,1.83,1.83,2022,2973,2508,619990.00,699990.00,656615.00,5/9/2026,75.00,,,1.10,,,8,14,(317) 669-8637,https://www.davidweekleyhomes.com/new-homes/in/indianapolis/westfield/chatham-village,,07127e3f-bfd3-4692-a991-f57ce54dca26,3/1/2023,6,True,Non Active Adult,46074,Westfield,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Westfield-Washington Schools,Westfield Intermediate School; Monon Trail Elementary School,9; 6,Westfield Middle School,9,Westfield High School,10,,40.08103,-86.13605
aAf3x000001WYtoCAG,Midland,Estridge Homes,,Active,,,Detached,Single-Family,3990,42;46;77,42x95; 46x120; 77x165,3/1/2023,,373,173,200,5/7/2026,4.48,11.67,9.50,7.92,1758,3899,2670,504900.00,1027900.00,749196.30,5/7/2026,103.00,,,,,,0,1,(317) 932-8785,https://www.estridgehomes.com/new-homes/in/westfield/midland/9349/,,7a68f9e9-8baf-49c5-880c-b2fd5d2fa9ff,3/1/2023,1,True,Non Active Adult,46074,Westfield,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Westfield-Washington Schools,Westfield Intermediate School; Maple Glen Elementary,9; 8,Westfield Middle School,9,Westfield High School,10,,40.03976,-86.18435
aAf2T000001ULX7SAO,Mt Vernon North,D.R. Horton,"D.R. Horton, Inc.",Active,,,Detached,Single-Family,7500,60;66,60x125; 66x125; 60x120,10/9/2020,,242,186,56,4/25/2026,2.77,1.67,2.00,2.33,1601,3062,2298,332900.00,424900.00,374650.00,4/25/2026,33.00,,,,,,90,95,(812) 247-8496,http://www.drhorton.com/indiana/indianapolis/fortville/mount-vernon-north,,63b8d1ff-a748-4b03-b373-0a62d4c7cbba,3/1/2023,5,True,Non Active Adult,46040,Fortville,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Mt Vernon Community Sch Corp,Fortville Elementary School,7,Mt Vernon Middle School,6,Mt Vernon High School,8,,39.91192,-85.84315
aAf2T000001MiySSAS,Briar Creek Ranches,Ryan Homes,NVR Inc.,Active,,,Detached,Single-Family,4950,45;60,45x110; 60x134,11/9/2019,,209,200,9,3/31/2026,2.58,10.00,5.50,3.50,1153,1720,1493,266990.00,312990.00,292790.00,5/9/2026,130.00,,,1.04,,,92,99,(317) 620-8192,http://www.ryanhomes.com/find-your-home/our-communities/indiana/whiteland/briarcreekvillas?utm_source=bdx&utm_medium=referral&utm_term=ind&utm_content=community_listing&utm_campaign=briar-creek-villas,,61a24027-6cfa-4acf-acbe-20dc7b5a5a2b,3/1/2023,7,True,Non Active Adult,46184,Whiteland,Johnson,18081,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Clark-Pleasant Com School Corp,Whiteland Elementary School,8,Clark Pleasant Middle School,7,Whiteland Community High School,5,,39.54723,-86.09546
aAf2T000000sgDhSAI,Lancaster/Townhomes,Pulte Homes,PulteGroup Inc.,Active,,,Attached,Townhomes,,,,7/24/2021,,194,153,41,4/20/2026,2.66,2.00,2.83,2.75,1858,1858,1858,320000.00,320000.00,320000.00,5/22/2026,255.00,,,0.89,,Townhomes,46,51,(317) 676-6133,https://www.pulte.com/homes/indiana/indianapolis/westfield/lancaster-townhomes-210573,,fa5541d6-945b-4bfe-a6fa-5944bfc6d7e7,3/1/2023,5,True,Non Active Adult,46074,Westfield,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Westfield-Washington Schools,Westfield Intermediate School; Monon Trail Elementary School,9; 6,Westfield Middle School,9,Westfield High School,10,,40.05728,-86.17071
aAf2T000001MbYBSA0,Waterfront of West Clay/Island,Shoopman Homes,,Active,,,Detached,Single-Family,17600,110,110x160,5/27/2019,,23,22,1,5/25/2026,0.26,1.33,0.67,0.33,2700,4966,3819,969900.00,1345900.00,1117600.00,5/25/2026,500.00,,,0.80,,,7,7,(317) 733-9836,https://waterfrontofwestclay.com/,,90499952-4d01-41a7-b123-806b0b6b0bf3,3/1/2023,0,True,Non Active Adult,46077,Zionsville,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Carmel Clay Schools,West Clay Elementary,9,Creekside Middle School,10,Carmel High School,10,,39.95694,-86.23909
aAf2T000001MVfnSAG,South Village of Nickel Plate,Gradison Design|Build,,Active,,,Detached,Single-Family,3914,38,38x103,5/25/2018,,25,23,2,5/9/2026,0.24,0.00,0.00,0.00,,,,500000.00,800000.00,,,25.00,,,1.00,,,20,18,(317) 361-0454,http://gradisonbuilding.com/where-we-build/south-village-of-nickel-plate/,,,3/1/2023,-2,True,Non Active Adult,46038,Fishers,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Hamilton Southeastern Schools,Riverside Intermediate School; Fishers Elementary School,10; 8,Riverside Jr High,8,Fishers High School,10,,39.95424,-86.01490
aAf2T000001URgMSAW,Lindley Run/SF,Olthof Homes,,Active,,,Detached,Single-Family,10080,70,70x144; 70x157,3/9/2020,,83,79,4,5/23/2026,1.05,0.67,2.33,1.67,1903,3142,2461,476842.00,532985.00,500311.50,5/23/2026,50.33,,,0.00,Total Tax Rate,,18,18,(317) 733-5141,https://www.olthofhomes.com/communities/central-indiana/westfield/lindley-run,,cd566d40-e379-4a3c-8254-48088024c013,3/1/2023,0,True,Non Active Adult,46074,Westfield,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Westfield-Washington Schools,Westfield Intermediate School; Washington Woods Elementary School,9; 7,Westfield Middle School,9,Westfield High School,10,,40.06833,-86.10631
