Universal ID,Project Name,Builders,Parent Builder,Status,Master Plan Name,Master Plan Developer Name,Product Type,Product Style,Lot Size,Lot Width Variations,Lot Dimensions,Open Date,Sold Out Date,Total Units Planned,Total Units Sold,Total Units Remaining,Sales Change Date,Sales Rate,Last 3M Avg. Sales,Last 6M Avg. Sales,Last 12M Avg. Sales,Min. Unit Size,Max. Unit Size,Avg. Unit Size,Min. List Price,Max. List Price,Avg. List Price,Price Change Date,QMI Incentive %age,QMI Incentive Amt.,QMI Incentive Type,Broker Incentive %age,Broker Incentive Amt.,Broker Incentive Type,To Be Built Incentive %age,To Be Built Incentive Amt.,To Be Built Incentive Type,HOA Fee 1,HOA Fee 2,HOA Fee per Sqft,Assessments,Assessments Description,Project Characteristics,Office Phone No.,Website,Master Plan Key,Subdivision Universal ID,Period,Avg. List Price,Profile Available,Active Adult,ZIP Code,City,County,County Code,State,CBSA,CBSA Code,School District,School Attendance Zone (Elementary),School Ratings (Elementary),School Attendance Zone (Middle),School Ratings (Middle),School Attendance Zone (High),School Ratings (High),Boundary Names,Latitude,Longitude
aAf3x000001WTYmCAO,Silo Ridge/Villas,M/I Homes,,Active,,,Attached,Townhomes,5850,45,45x130,6/24/2023,,100,71,29,5/15/2026,2.02,,0.33,1.00,1495,1716,1613,322990.00,344990.00,333323.33,5/15/2026,4.88,4000.00,Reduced Closing Costs,3.00,,Final Price,,,No Incentives Confirmed,250.83,,,1.00,,Paired Homes,(317) 210-4677,https://www.mihomes.com/new-homes/indiana/indianapolis-metro/noblesville/silo-ridge/series/villas,,92643288-bf11-496c-94be-29447ab7e2a1,1/1/2026,333323,True,Non Active Adult,46060,Noblesville,Hamilton,18057,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Hamilton Southeastern Schools,Fall Creek Intermediate School; Deer Creek Elementary,9; 7,Fall Creek Junior High,7,Hamilton Southeastern High School,10,,40.03510,-85.94254
aAf3x000001QisLCAS,Jackson Run,Ryan Homes,NVR Inc.,Active,,,Detached,Single-Family,5200,52,52x100,12/1/2023,,58,54,4,5/8/2026,1.83,1.33,1.33,1.25,1338,1696,1565,279990.00,323990.00,305990.00,5/8/2026,,,Design Credit/Incentive,3.00,,Base Price,,,Design Credit/Incentive,54.00,,,1.00,,,(317) 620-8307,https://www.ryanhomes.com/new-homes/communities/10222120152541/indiana/whitestown/jacksonrun,,7d3cf472-0dd3-42f4-bc7f-080af5cdd950,4/1/2025,348740,True,Non Active Adult,46075,Whitestown,Boone,18011,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Lebanon Community School Corp,Perry Worth Elementary School,6,Lebanon Middle School,5,Lebanon Senior High School,9,,40.01014,-86.33408
aAf2T000001MjgESAS,Grant's Corner/SF,Olthof Homes,,Active,,,Detached,Single-Family,9100,70;80,70x130; 80x127,12/21/2019,,82,75,7,4/15/2026,0.98,1.33,1.00,1.08,2353,2444,2399,364000.00,370014.00,367007.00,4/15/2026,4.99,25000.00,Reduced Closing Costs,3.00,,Base Price,,25000.00,Reduced Closing Costs,53.00,,,1.25,,,(463) 231-3600,https://www.olthofhomes.com/communities/central-indiana/cumberland/grants-corner,,ca990c1c-2cb0-461f-8dcb-9319d7ee4223,9/1/2024,341725,True,Non Active Adult,46229,Indianapolis,Hancock,18059,IN,"Indianapolis-Carmel-Greenwood, IN",26900,New Palestine Community Schools,Sugar Creek Elementary School,6,New Palestine Jr High School,8,New Palestine High School,10,,39.77767,-85.93498
aAf2T000001MWMZSA4,Jackson's Grant on Williams Creek/Bridgemont,Wedgewood Building Company,,Active,,,Detached,Single-Family,9500,70,70x135,1/1/2016,,45,44,1,5/29/2026,0.35,0.00,0.00,0.00,4000,,,625000.00,900000.00,,11/25/2019,,,No Incentives Confirmed,2.25,,Final Price,,,No Incentives Confirmed,85.00,,,,$500 Capital Reserve 1 time at closing for HOA,Multi-Builder Community,(317) 716-5718,https://www.jacksonsgrant.com/neighborhoods/bridgemont/,,,6/1/2023,762500,True,Non Active Adult,46032,Carmel,Hamilton,18057,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Carmel Clay Schools,,,Creekside Middle School,10,Carmel High School,10,,39.96253,-86.16468
aAf2T000001UM5RSAW,Bluffs at Youngs Creek,Arbor Homes,Clayton Properties Group,Active,,,Detached,Single-Family,9100,70,70x130; 70x140; 70x167,1/11/2020,,478,335,143,3/30/2026,4.44,3.33,3.33,3.67,1354,3198,2233,263995.00,339995.00,304176.82,3/30/2026,,,Fixed Interest Rate,3.00,,Base Price,,,Fixed Interest Rate,22.92,,,1.00,,,(317) 674-7808,https://yourarborhome.com/neighborhoods/indiana/franklin/bluffs-at-youngs-creek,,e241220c-795f-4f6e-bfff-b6b4e8f4d22a,8/1/2022,285895,True,Non Active Adult,46131,Franklin,Johnson,18081,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Franklin Community School Corp,Custer Baker Intermediate School; Creekside Elementary School,7; 6,Franklin Community Middle School,7,Franklin Community High School,6,,39.46475,-86.06519
aAf3x000001WkacCAC,Trescott,Pulte Homes,PulteGroup Inc.,Active,,,Detached,Single-Family,12000,80,80x150; 80x157,6/10/2023,,281,85,196,5/13/2026,2.40,3.00,2.33,2.00,2323,3300,2934,384990.00,420990.00,402190.00,5/13/2026,4.99,,No Incentives Confirmed,2.00,,Final Price,,50000.00,Financing Benefit,45.00,,,1.08,,,(317) 316-3774,https://www.pulte.com/homes/indiana/indianapolis/plainfield/trescott-211017,,888e3e5d-b1b5-408c-8e74-d91efcd1c408,9/1/2023,413740,True,Non Active Adult,46168,Plainfield,Hendricks,18063,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Plainfield Community Sch Corp,Clarks Creek Elementary,5,Plainfield Com Middle School,8,Plainfield High School,9,,39.67374,-86.40810
aAf3x000001YlGQCA0,Brandywine Fields,Ryan Homes,NVR Inc.,Active,,,Detached,Single-Family,7200,60;64,60x120; 64x105,12/11/2021,,158,121,37,4/27/2026,2.28,,,,1296,2541,1895,249990.00,319990.00,283990.00,4/27/2026,3.99,,Financing Benefit,,2500.00,Flat,,12000.00,Design Credit/Incentive,26.25,,,0.87,,,(317) 939-5433,http://www.ryanhomes.com/new-homes/communities/10222120151866?utm_source=bdx&utm_medium=referral&utm_term=ind&utm_content=community_listing&utm_campaign=brandywine,,0b937232-3153-48ca-a467-e7b619d66d13,9/1/2024,278240,True,Non Active Adult,46140,Greenfield,Hancock,18059,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Greenfield-Central Com Schools,J B Stephens Elementary School; Maxwell Intermediate School,8; 6,Greenfield Central Junior High School,6,Greenfield-Central High School,7,,39.81131,-85.74918
aAf3x000001Qh4yCAC,Scottsdale Estates,Arbor Homes,Clayton Properties Group,Active,,,Detached,Single-Family,8450,60;65,65x130; 60x169,1/20/2024,,205,148,57,5/21/2026,5.23,8.00,5.67,4.33,1613,2961,2223,306995.00,368995.00,337661.67,5/21/2026,,,Financing Benefit,,,,,,,,,,,,,(317) 707-4553,https://yourarborhome.com/neighborhoods/indianapolis-metro/greenwood/scottsdale-estates-arbor-series,,38c5bdf9-70d6-46c0-be04-f47dbf35dc7a,6/1/2024,347328,True,Non Active Adult,46143,Greenwood,Johnson,18081,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Clark-Pleasant Com School Corp,Pleasant Crossing Elementary,7,Clark Pleasant Middle School,7,Whiteland Community High School,5,,39.55660,-86.14305
aAf3x000001WohdCAC,Brookstone Landings,Pulte Homes,PulteGroup Inc.,Active,,,Detached,Single-Family,8400,60,60x140,6/26/2023,,85,85,0,5/7/2026,2.45,2.00,1.67,1.50,2426,2746,2611,383990.00,406990.00,397656.67,5/7/2026,5.75,,Fixed Interest Rate,3.00,,Final Price,,,Fixed Interest Rate,97.66,,,1.00,,,(317) 814-2133,https://www.pulte.com/homes/indiana/indianapolis/avon/brookstone-211050,,80efa35a-763a-472b-88f0-4a580b51bdbe,9/1/2025,404490,True,Non Active Adult,46123,Avon,Hendricks,18063,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Avon Community School Corp,Sycamore Elementary School; Avon Intermediate School East,8; 6,Avon Middle School North,10,Avon High School,10,,39.77761,-86.35361
aAf3x000001WoRWCA0,Hickory Run,M/I Homes,,Active,,,Detached,Single-Family,7800,60;64,60x130; 64x130,3/6/2023,,177,102,75,5/18/2026,2.63,3.33,2.83,2.58,1603,3382,2669,312990.00,512490.00,410535.45,5/18/2026,,,Fixed Interest Rate,3.00,,Base Price,,25000.00,Design Credit/Incentive,55.00,,,1.00,,,(317) 210-4677,https://www.mihomes.com/new-homes/indiana/indianapolis-metro/indianapolis/hickory-run?utm_source=NewHomeSource&utm_campaign=referral-community&utm_medium=feed&utm_content=&utm_term=consumer,,2717a54a-40be-46cc-acb9-a5b891d7b356,1/1/2025,329156,True,Non Active Adult,46239,Indianapolis,Marion,18097,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Franklin Township Com Sch Corp,,,,,Franklin Central High School,9,,39.68048,-85.99215
aAf2T000001ULX7SAO,Mt Vernon North,D.R. Horton,"D.R. Horton, Inc.",Active,,,Detached,Single-Family,7500,60;66,60x125; 66x125; 60x120,10/9/2020,,242,186,56,4/25/2026,2.77,1.67,2.00,2.33,1601,3062,2298,332900.00,424900.00,374650.00,4/25/2026,4.75,,Financing Benefit,4.00,,Final Price,3.00,,Price Discount/Savings,33.00,,,,,,(812) 247-8496,http://www.drhorton.com/indiana/indianapolis/fortville/mount-vernon-north,,63b8d1ff-a748-4b03-b373-0a62d4c7cbba,2/1/2022,364206,True,Non Active Adult,46040,Fortville,Hancock,18059,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Mt Vernon Community Sch Corp,Fortville Elementary School,7,Mt Vernon Middle School,6,Mt Vernon High School,8,,39.91192,-85.84315
aAf3x000001QVVICA4,Carramore,Drees Homes,,Active,,,Detached,Single-Family,10360,65;74,74x140; 65x150,4/15/2023,,82,81,1,5/12/2026,2.17,1.33,1.00,1.00,2284,3334,2863,542900.00,770100.00,606845.45,5/12/2026,3.88,,Financing Benefit,3.00,,Base Price,1.00,,Financing Benefit,50.00,,,,,,(317) 720-2578,https://www.dreeshomes.com/custom-homes/indianapolis/community/carramore/carramore/,,9a964f2f-1213-4b98-b92f-a4ea511263f9,4/1/2026,608600,True,Non Active Adult,46069,Sheridan,Hamilton,18057,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Westfield-Washington Schools,Westfield Intermediate School; Monon Trail Elementary School,9; 6,Westfield Middle School,9,Westfield High School,10,,40.07796,-86.16111
aAfPc000000AgnZKAS,Parks at Decatur Estates,D.R. Horton,"D.R. Horton, Inc.",Active,,,Detached,Single-Family,7800,60,60x130,11/28/2023,,62,42,20,5/7/2026,1.42,2.00,2.17,2.17,1771,2904,2338,334900.00,408900.00,375416.67,5/7/2026,3.88,,Fixed Interest Rate,3.00,,Final Price,3.88,,Fixed Interest Rate,50.00,,,1.00,,,(317) 345-4021,https://www.drhorton.com/indiana/indianapolis/camby/parks-at-decatur,,bfaf4785-e2e8-40c3-ab0c-be11be088269,3/1/2026,375416,True,Non Active Adult,46113,Camby,Marion,18097,IN,"Indianapolis-Carmel-Greenwood, IN",26900,M S D Decatur Township,West Newton Elementary School,5,Decatur Middle School,3,Decatur Central High School,3,,39.63346,-86.29415
aAfPc000001FPdRKAW,Parkrose/Paired,Fischer Homes,,Active,,,Attached,Townhomes,4284,34;54,34x126; 54x144,1/11/2025,,38,10,28,5/10/2026,0.62,1.33,0.83,0.67,1247,1247,1247,232990.00,232990.00,232990.00,5/28/2026,3.25,,Financing Benefit,3.00,,Base Price,3.25,,Fixed Interest Rate,,,,,,Paired Homes,(317) 348-4135,https://www.fischerhomes.com/find-new-homes/communities/925/parkrose/,,c598a82e-add0-4789-8e38-9ae542a1f8c5,5/1/2025,261990,True,Non Active Adult,46140,Greenfield,Hancock,18059,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Greenfield-Central Com Schools,Weston Elementary School; Greenfield Intermediate School,5; 5,Greenfield Central Junior High School,6,Greenfield-Central High School,7,,39.77213,-85.78301
aAf3x000001WVQKCA4,Colere/TH,Onyx+East,,Active,,,Attached,Townhomes,1300,25,25x52,11/12/2021,,28,23,5,4/24/2026,0.43,0.33,0.33,0.67,1530,2081,1746,394900.00,500000.00,443253.00,4/24/2026,,20000.00,Reduced Closing Costs,2.50,,Final Price,,,No Incentives Confirmed,125.00,,,1.00,,Townhomes,(317) 490-8031,https://www.onyxandeast.com/property/colere/,,67e3cc38-3698-411d-8457-4bd929853a53,6/1/2025,443253,True,Non Active Adult,46203,Indianapolis,Marion,18097,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Indianapolis Public Schools,Thomas D. Gregg School 15; Brookside School 54,4; 4,Arlington Community Middle School,5,Arsenal Technical High School; George Washington Community High School...,1; 1,,39.75991,-86.13602
aAf3x000001YhaeCAC,Atwater/Villas,Olthof Homes,,Active,,,Detached,Single-Family,8450,65,65x130,12/19/2021,,181,50,131,5/23/2026,0.93,1.00,1.00,0.92,1436,3142,2188,338500.00,470600.00,406522.22,5/23/2026,,,Reduced Closing Costs,3.00,,Final Price,,25000.00,Design Credit/Incentive,175.00,48.33,,0.97,,,(317) 832-3413,https://www.olthofhomes.com/communities/indianapolis/westfield/atwater,,8a18cf2c-46de-46a0-9f04-82a8e8e95c52,8/1/2023,354033,True,Non Active Adult,46069,Sheridan,Hamilton,18057,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Westfield-Washington Schools,Westfield Intermediate School; Monon Trail Elementary School,9; 6,Westfield Middle School,9,Westfield High School,10,,40.06794,-86.18028
aAf3x000001YgzhCAC,Sunrise Lake,Bridgenorth Homes,,Active,,,Detached,Single-Family,10500,75,75x140,9/1/2019,,102,95,7,5/19/2026,1.17,2.67,1.50,0.83,1687,2958,2198,310990.00,388990.00,350656.67,4/29/2026,,,No Incentives Confirmed,3.00,,Final Price,,,No Incentives Confirmed,37.50,,,1.00,,,(317) 318-1105,https://www.bridgenorthhomes.com/community/sunrise-lake-new-palestine/,,,5/1/2025,350656,True,Non Active Adult,46163,New Palestine,Hancock,18059,IN,"Indianapolis-Carmel-Greenwood, IN",26900,New Palestine Community Schools,New Palestine Elementary School,8,New Palestine Jr High School,8,New Palestine High School,10,,39.73229,-85.88604
aAfPc000001L7hZKAS,Easton/Northern,Lennar,,Active,,,Detached,Single-Family,6110,47;49,47x130; 49x130; 47x131,3/29/2025,,198,38,160,5/6/2026,2.84,3.67,3.00,3.00,1270,1576,1406,289995.00,319995.00,303328.33,5/6/2026,,,Financing Benefit,,,,,,,,,,,,Active Adult,(317) 659-3230,https://www.lennar.com/new-homes/indiana/indianapolis/avon/easton,,dd316a20-ce5b-41b5-8229-2722c9da3721,1/1/2026,303328,True,Active Adult,46123,Avon,Hendricks,18063,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Avon Community School Corp,River Birch Elementary; Avon Intermediate School East,8; 6,Avon Middle School North,10,Avon High School,10,,39.76793,-86.43780
aAf3x000001QL0CCAW,Courtyards of Fishers,EPCON Communities,,Active,,,Detached,Single-Family,7440,60,60x124,8/14/2023,,50,48,2,5/14/2026,1.44,0.33,0.50,1.25,1588,2587,2076,439900.00,506900.00,473233.33,5/14/2026,,2500.00,Reduced Closing Costs,3.00,,Base Price,,,No Incentives Confirmed,175.00,,,1.00,,,(317) 518-0649,https://www.epconcommunities.com/in/fishers/the-courtyards-of-fishers,,ae002b11-ad40-4ef4-9d48-b5e2c7f88820,12/1/2023,514150,True,Non Active Adult,46040,Fishers,Hamilton,18057,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Hamilton Southeastern Schools,Hamilton Southeastern Jr High School; Southeastern Elementary School,9; 7,Hamilton Southeastern Jr High School,9,Hamilton Southeastern High School,10,,39.95638,-85.87368
aAf3x000001WlvOCAS,Promenade,Pulte Homes,PulteGroup Inc.,Active,,,Detached,Single-Family,9240,66;68,66x140; 68x143,6/1/2023,,114,111,3,5/15/2026,3.10,1.00,1.67,1.83,2899,3300,3087,415990.00,450990.00,432240.00,5/15/2026,3.99,,Financing Benefit,2.00,,Final Price,,,No Incentives Confirmed,131.67,,,1.00,,,(317) 316-3790,https://www.pulte.com/homes/indiana/indianapolis/brownsburg/promenade-211022,,21665b42-ef9c-4266-9424-2c3592aed783,4/1/2025,429740,True,Non Active Adult,46112,Brownsburg,Hendricks,18063,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Brownsburg Community Sch Corp,Delaware Trail Elementary School,9,Brownsburg East Middle School,9,Brownsburg High School,10,,39.81374,-86.37300
aAf3x000001QItnCAG,Edgebrook Preserve,Silverthorne Homes,Clayton Properties Group,Active,,,Detached,Single-Family,9800,70,70x140,11/18/2022,,94,93,1,5/5/2026,2.21,1.00,2.33,2.33,2001,3310,2565,337995.00,396995.00,358161.67,5/5/2026,,,Financing Benefit,3.00,,Base Price,,,Fixed Interest Rate,41.67,,,1.62,,,(317) 742-6328,https://silverthornehomes.com/neighborhoods/indiana/indianapolis/edgebrook-preserve,,7c08897b-3e07-4968-8c80-856d37db82af,2/1/2023,347161,True,Non Active Adult,46239,Indianapolis,Marion,18097,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Franklin Township Com Sch Corp,,,,,Franklin Central High School,9,,39.68209,-85.98408
aAf3x000001WmfoCAC,Belmont,M/I Homes,,Active,,,Detached,Single-Family,4000,40;43,40x100; 43x120; 40x120,2/18/2023,,108,107,1,5/22/2026,2.71,2.33,2.00,2.00,2308,2308,2308,354990.00,354990.00,354990.00,5/22/2026,2.88,,Fixed Interest Rate,3.00,,Base Price,,,No Incentives Confirmed,63.00,,,1.00,,,(317) 210-4677,https://www.mihomes.com/new-homes/indiana/indianapolis-metro/indianapolis/belmont?utm_source=NewHomeSource&utm_campaign=referral-community&utm_medium=feed&utm_content=&utm_term=consumer,,ff0a515e-f218-4246-91d0-65a2ee5aaa90,7/1/2024,330847,True,Non Active Adult,46237,Indianapolis,Marion,18097,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Franklin Township Com Sch Corp,,,,,Franklin Central High School,9,,39.69270,-86.06347
aAf2T000000sgDhSAI,Lancaster/Townhomes,Pulte Homes,PulteGroup Inc.,Active,,,Attached,Townhomes,,,,7/24/2021,,194,153,41,4/20/2026,2.66,2.00,2.83,2.75,1858,1858,1858,320000.00,320000.00,320000.00,5/22/2026,2.63,,Fixed Interest Rate,3.00,,Final Price,2.63,,Fixed Interest Rate,255.00,,,0.89,,Townhomes,(317) 676-6133,https://www.pulte.com/homes/indiana/indianapolis/westfield/lancaster-townhomes-210573,,fa5541d6-945b-4bfe-a6fa-5944bfc6d7e7,9/1/2025,325040,True,Non Active Adult,46074,Westfield,Hamilton,18057,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Westfield-Washington Schools,Westfield Intermediate School; Monon Trail Elementary School,9; 6,Westfield Middle School,9,Westfield High School,10,,40.05728,-86.17071
aAf2T000000sgDhSAI,Lancaster/Townhomes,Pulte Homes,PulteGroup Inc.,Active,,,Attached,Townhomes,,,,7/24/2021,,194,153,41,4/20/2026,2.66,2.00,2.83,2.75,1858,1858,1858,320000.00,320000.00,320000.00,5/22/2026,2.63,,Fixed Interest Rate,3.00,,Final Price,2.63,,Fixed Interest Rate,255.00,,,0.89,,Townhomes,(317) 676-6133,https://www.pulte.com/homes/indiana/indianapolis/westfield/lancaster-townhomes-210573,,fa5541d6-945b-4bfe-a6fa-5944bfc6d7e7,7/1/2023,309926,True,Non Active Adult,46074,Westfield,Hamilton,18057,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Westfield-Washington Schools,Westfield Intermediate School; Monon Trail Elementary School,9; 6,Westfield Middle School,9,Westfield High School,10,,40.05728,-86.17071
aAf2T000000sgDhSAI,Lancaster/Townhomes,Pulte Homes,PulteGroup Inc.,Active,,,Attached,Townhomes,,,,7/24/2021,,194,153,41,4/20/2026,2.66,2.00,2.83,2.75,1858,1858,1858,320000.00,320000.00,320000.00,5/22/2026,2.63,,Fixed Interest Rate,3.00,,Final Price,2.63,,Fixed Interest Rate,255.00,,,0.89,,Townhomes,(317) 676-6133,https://www.pulte.com/homes/indiana/indianapolis/westfield/lancaster-townhomes-210573,,fa5541d6-945b-4bfe-a6fa-5944bfc6d7e7,5/1/2024,319895,True,Non Active Adult,46074,Westfield,Hamilton,18057,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Westfield-Washington Schools,Westfield Intermediate School; Monon Trail Elementary School,9; 6,Westfield Middle School,9,Westfield High School,10,,40.05728,-86.17071
aAf2T000001ULX7SAO,Mt Vernon North,D.R. Horton,"D.R. Horton, Inc.",Active,,,Detached,Single-Family,7500,60;66,60x125; 66x125; 60x120,10/9/2020,,242,186,56,4/25/2026,2.77,1.67,2.00,2.33,1601,3062,2298,332900.00,424900.00,374650.00,4/25/2026,4.75,,Financing Benefit,4.00,,Final Price,3.00,,Price Discount/Savings,33.00,,,,,,(812) 247-8496,http://www.drhorton.com/indiana/indianapolis/fortville/mount-vernon-north,,63b8d1ff-a748-4b03-b373-0a62d4c7cbba,4/1/2026,374650,True,Non Active Adult,46040,Fortville,Hancock,18059,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Mt Vernon Community Sch Corp,Fortville Elementary School,7,Mt Vernon Middle School,6,Mt Vernon High School,8,,39.91192,-85.84315
aAf2T000001MiySSAS,Briar Creek Ranches,Ryan Homes,NVR Inc.,Active,,,Detached,Single-Family,4950,45;60,45x110; 60x134,11/9/2019,,209,200,9,3/31/2026,2.58,10.00,5.50,3.50,1153,1720,1493,266990.00,312990.00,292790.00,5/9/2026,4.50,,Financing Benefit,,2000.00,Flat,,20000.00,Design Credit/Incentive,130.00,,,1.04,,,(317) 620-8192,http://www.ryanhomes.com/find-your-home/our-communities/indiana/whiteland/briarcreekvillas?utm_source=bdx&utm_medium=referral&utm_term=ind&utm_content=community_listing&utm_campaign=briar-creek-villas,,61a24027-6cfa-4acf-acbe-20dc7b5a5a2b,5/1/2023,278000,True,Non Active Adult,46184,Whiteland,Johnson,18081,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Clark-Pleasant Com School Corp,Whiteland Elementary School,8,Clark Pleasant Middle School,7,Whiteland Community High School,5,,39.54723,-86.09546
aAf3x000001QbsiCAC,Colonnade/Cornerstone Series,Taylor Morrison,,Active,,,Detached,Single-Family,4400,40;43;50,40x110; 43x110; 50x130,9/1/2023,,48,19,29,5/23/2026,0.57,0.00,0.17,0.33,1896,2422,2152,366000.00,406000.00,386000.00,5/23/2026,3.75,,Fixed Interest Rate,3.00,,Base Price,4.88,7320.00,Reduced Closing Costs,50.00,,,1.08,,,(317) 790-5000,https://www.taylormorrison.com/in/indianapolis/mccordsville/colonnade-cornerstone,,5d449459-9303-4afd-a6c3-4709752f3b46,8/1/2024,392271,True,Non Active Adult,46055,McCordsville,Hancock,18059,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Mt Vernon Community Sch Corp,McCordsville Elementary School,6,Mt Vernon Middle School,6,Mt Vernon High School,8,,39.89076,-85.91252
aAf2T000001MVfnSAG,South Village of Nickel Plate,Gradison Design|Build,,Active,,,Detached,Single-Family,3914,38,38x103,5/25/2018,,25,23,2,5/9/2026,0.24,0.00,0.00,0.00,,,,500000.00,800000.00,,,,,No Incentives Confirmed,,,Other,,,No Incentives Confirmed,25.00,,,1.00,,,(317) 361-0454,http://gradisonbuilding.com/where-we-build/south-village-of-nickel-plate/,,,10/1/2023,601660,True,Non Active Adult,46038,Fishers,Hamilton,18057,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Hamilton Southeastern Schools,Riverside Intermediate School; Fishers Elementary School,10; 8,Riverside Jr High,8,Fishers High School,10,,39.95424,-86.01490
aAf2T000001ULX7SAO,Mt Vernon North,D.R. Horton,"D.R. Horton, Inc.",Active,,,Detached,Single-Family,7500,60;66,60x125; 66x125; 60x120,10/9/2020,,242,186,56,4/25/2026,2.77,1.67,2.00,2.33,1601,3062,2298,332900.00,424900.00,374650.00,4/25/2026,4.75,,Financing Benefit,4.00,,Final Price,3.00,,Price Discount/Savings,33.00,,,,,,(812) 247-8496,http://www.drhorton.com/indiana/indianapolis/fortville/mount-vernon-north,,63b8d1ff-a748-4b03-b373-0a62d4c7cbba,12/1/2024,374500,True,Non Active Adult,46040,Fortville,Hancock,18059,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Mt Vernon Community Sch Corp,Fortville Elementary School,7,Mt Vernon Middle School,6,Mt Vernon High School,8,,39.91192,-85.84315
aAfPc000001HB9rKAG,Evergreen Estates/Carriage,Lennar,,Active,,,Detached,Single-Family,6800,62;65;68,68x100; 62x120; 65x100,9/23/2024,,59,59,0,4/20/2026,3.09,2.00,2.83,3.75,,,,,,,,,,No Incentives Confirmed,3.00,,Base Price,,,No Incentives Confirmed,50.58,,,1.00,,Temporarily Sold Out,(317) 659-3230,https://www.lennar.com/new-homes/indiana/indianapolis/greenfield/evergreen-estates/evergreen-estates-carriage?utm_source=bdx&utm_medium=listing&utm_campaign=indlen_listing_bdx_evergreen-estates-evergreen-estates-carriage,,854eaada-80c3-412c-a65a-656691e3199b,8/1/2025,351661,True,Non Active Adult,46140,Greenfield,Hancock,18059,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Greenfield-Central Com Schools,J B Stephens Elementary School; Maxwell Intermediate School,8; 6,Greenfield Central Junior High School,6,Greenfield-Central High School,7,,39.81487,-85.74474
aAf3x000001QNelCAG,Hampton Walk/ Maple and Designer,Fischer Homes,,Active,,,Detached,Single-Family,7420,53;63;65,53x140; 65x130; 63x121,8/25/2023,,170,97,73,5/10/2026,2.95,5.67,3.67,3.00,1730,3517,2554,372990.00,506990.00,432523.33,5/13/2026,3.25,,Fixed Interest Rate,3.00,,Base Price,3.25,,Fixed Interest Rate,247.50,,,1.00,,,(317) 348-4135,https://www.fischerhomes.com/find-new-homes/communities/882/hampton-walk/,,a442f338-47b4-4306-bf3d-cd3dde570bab,2/1/2024,405323,True,Non Active Adult,46055,McCordsville,Hancock,18059,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Mt Vernon Community Sch Corp,McCordsville Elementary School,6,Mt Vernon Middle School,6,Mt Vernon High School,8,,39.88787,-85.91986
aAf3x000001WjZmCAK,Monon Corner/Arbor,Arbor Homes,Clayton Properties Group,Active,,,Detached,Single-Family,7500,60,60x125,6/10/2022,,157,155,2,5/10/2026,3.26,0.33,1.17,2.58,1613,3198,2345,355995.00,420995.00,392176.82,5/10/2026,,2500.00,Fixed Interest Rate,3.00,,Base Price,,2500.00,Fixed Interest Rate,,,,0.89,,,(317) 674-7622,https://www.yourarborhome.com/neighborhoods/indiana/westfield/monon-corner-arbor-series?utm_source=bdx&utm_medium=feed&utm_campaign=bdx&utm_content=monon-corner-arbor-series,,aaf5cec1-d25d-42f5-b025-4b0dbce7f71d,10/1/2023,363620,True,Non Active Adult,46074,Westfield,Hamilton,18057,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Westfield-Washington Schools,Westfield Intermediate School; Monon Trail Elementary School,9; 6,Westfield Middle School,9,Westfield High School,10,,40.08126,-86.16478
